Index,orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_month,shipdate_year,preparationtime
4108,4109,Joy Daniels,Standard Class,24.704,2,0.2,9.264,Corporate,West,California,Binders                                           ,Office Supplies,3,Donnerstag,12,2015,8,12,2015,5
4109,4110,Joy Daniels,Second Class,23.16,5,0.7,-15.44,Corporate,East,Pennsylvania,Binders                                           ,Office Supplies,14,Samstag,3,2015,16,3,2015,2
4110,4111,Anthony Johnson,Standard Class,18.528,4,0.7,-12.352,Consumer,East,Ohio,Binders                                           ,Office Supplies,2,Mittwoch,3,2016,6,3,2016,4
4111,4112,Sally Hughsby,Standard Class,37.056,3,0.2,13.896,Home Office,West,California,Binders                                           ,Office Supplies,27,Freitag,12,2013,31,12,2013,4
4112,4113,Bill Shonely,Standard Class,18.528,6,0.8,-27.792,Corporate,Central,Texas,Binders                                           ,Office Supplies,10,Sonntag,5,2015,14,5,2015,4
4113,4114,Bill Shonely,First Class,30.88,2,0.0,15.44,Consumer,East,Connecticut,Binders                                           ,Office Supplies,13,Sonntag,3,2016,15,3,2016,2
4114,4115,Scot Wooten,First Class,49.408,4,0.2,18.528,Corporate,West,California,Binders                                           ,Office Supplies,25,Freitag,10,2013,28,10,2013,3
4115,4116,David Kendrick,Standard Class,9.264,3,0.8,-13.896,Home Office,Central,Texas,Binders                                           ,Office Supplies,31,Freitag,7,2015,5,8,2015,5
4116,4117,Alan Dominguez,Standard Class,13.896,3,0.7,-9.264,Corporate,East,Pennsylvania,Binders                                           ,Office Supplies,30,Samstag,4,2016,6,5,2016,6
4117,4118,Edward Hooks,Same Day,108.08,7,0.0,54.04,Home Office,South,Arkansas,Binders                                           ,Office Supplies,4,Samstag,6,2016,4,6,2016,0
4118,4119,Edward Hooks,Standard Class,2.296,2,0.8,-3.9032,Consumer,Central,Illinois,Binders                                           ,Office Supplies,19,Freitag,8,2016,23,8,2016,4
4119,4120,Becky Pak,First Class,3.444,2,0.7,-2.7552,Consumer,East,Pennsylvania,Binders                                           ,Office Supplies,16,Freitag,9,2016,18,9,2016,2
4120,4121,Becky Pak,Standard Class,18.368,4,0.2,5.9696,Corporate,West,Washington,Binders                                           ,Office Supplies,3,Donnerstag,11,2016,7,11,2016,4
4121,4122,Becky Pak,Standard Class,13.776,3,0.2,4.4772,Consumer,East,New York,Binders                                           ,Office Supplies,16,Samstag,5,2015,22,5,2015,6
4122,4123,Bobby Odegard,Standard Class,17.22,3,0.0,7.9212,Consumer,Central,Missouri,Binders                                           ,Office Supplies,9,Sonntag,11,2014,13,11,2014,4
4123,4124,Bobby Odegard,Standard Class,2.296,2,0.8,-3.9032,Consumer,Central,Texas,Binders                                           ,Office Supplies,15,Sonntag,11,2015,19,11,2015,4
4124,4125,Filia McAdams,Standard Class,5.8,1,0.0,2.61,Consumer,South,Kentucky,Binders                                           ,Office Supplies,16,Montag,2,2015,23,2,2015,7
4125,4126,Filia McAdams,Standard Class,13.92,3,0.2,4.35,Home Office,East,New York,Binders                                           ,Office Supplies,23,Samstag,7,2016,30,7,2016,7
4126,4127,Janet Martin,Second Class,5.8,5,0.8,-10.15,Home Office,Central,Texas,Binders                                           ,Office Supplies,17,Samstag,9,2016,22,9,2016,5
4127,4128,Tanja Norvell,Same Day,23.2,4,0.0,10.44,Corporate,East,Connecticut,Binders                                           ,Office Supplies,22,Donnerstag,10,2015,22,10,2015,0
4128,4129,Bobby Trafton,Standard Class,52.2,9,0.0,23.49,Corporate,East,Massachusetts,Binders                                           ,Office Supplies,17,Sonntag,8,2014,21,8,2014,4
4129,4130,Bobby Trafton,First Class,25.06,2,0.0,11.7782,Consumer,East,Maryland,Binders                                           ,Office Supplies,15,Mittwoch,4,2015,18,4,2015,3
4130,4131,Eric Barreto,First Class,7.518,2,0.7,-5.7638,Corporate,East,Pennsylvania,Binders                                           ,Office Supplies,24,Sonntag,4,2016,27,4,2016,3
4131,4132,Eric Barreto,Standard Class,11.277,3,0.7,-8.6457,Consumer,South,Tennessee,Binders                                           ,Office Supplies,30,Samstag,5,2015,3,6,2015,4
4132,4133,Eric Barreto,First Class,10.024,4,0.8,-16.5396,Consumer,Central,Texas,Binders                                           ,Office Supplies,29,Samstag,8,2015,1,9,2015,3
4133,4134,Sanjit Jacobs,Second Class,12.53,1,0.0,5.8891,Consumer,South,Kentucky,Binders                                           ,Office Supplies,29,Donnerstag,12,2016,1,1,2017,3
4134,4135,Karen Seio,Standard Class,18.264,2,0.7,-13.3936,Corporate,South,Florida,Binders                                           ,Office Supplies,8,Sonntag,6,2014,12,6,2014,4
4135,4136,Anna Gayman,Standard Class,63.924,7,0.7,-46.8776,Consumer,East,Ohio,Binders                                           ,Office Supplies,12,Donnerstag,9,2013,17,9,2013,5
4136,4137,Greg Guthrie,Same Day,18.264,2,0.7,-13.3936,Consumer,East,Ohio,Binders                                           ,Office Supplies,10,Donnerstag,10,2013,10,10,2013,0
4137,4138,Greg Guthrie,First Class,54.792,6,0.7,-40.1808,Consumer,West,Arizona,Binders                                           ,Office Supplies,3,Samstag,10,2015,4,10,2015,1
4138,4139,Jas O'Carroll,First Class,42.616,7,0.8,-68.1856,Corporate,Central,Texas,Binders                                           ,Office Supplies,8,Donnerstag,9,2016,11,9,2016,3
4139,4140,Jas O'Carroll,Standard Class,27.396,3,0.7,-20.0904,Consumer,South,North Carolina,Binders                                           ,Office Supplies,30,Donnerstag,7,2015,4,8,2015,5
4140,4141,Jas O'Carroll,Standard Class,213.08,7,0.0,102.2784,Corporate,East,Delaware,Binders                                           ,Office Supplies,19,Dienstag,11,2013,25,11,2013,6
4141,4142,Jas O'Carroll,Standard Class,45.66,5,0.7,-33.484,Home Office,South,Florida,Binders                                           ,Office Supplies,2,Freitag,12,2016,6,12,2016,4
4142,4143,Neil Knudson,Second Class,42.616,7,0.8,-68.1856,Consumer,Central,Illinois,Binders                                           ,Office Supplies,3,Samstag,9,2016,8,9,2016,5
4143,4144,Sally Matthias,Standard Class,3.036,2,0.7,-2.3276,Corporate,East,Pennsylvania,Binders                                           ,Office Supplies,9,Freitag,9,2016,13,9,2016,4
4144,4145,Linda Cazamias,Standard Class,4.554,3,0.7,-3.4914,Consumer,South,Florida,Binders                                           ,Office Supplies,3,Freitag,6,2016,10,6,2016,7
4145,4146,Linda Cazamias,First Class,15.18,3,0.0,7.1346,Home Office,South,Virginia,Binders                                           ,Office Supplies,13,Sonntag,10,2013,15,10,2013,2
4146,4147,Naresj Patel,Standard Class,25.3,5,0.0,11.891,Corporate,East,New Jersey,Binders                                           ,Office Supplies,17,Freitag,4,2015,21,4,2015,4
4147,4148,Naresj Patel,Standard Class,3.036,3,0.8,-5.0094,Consumer,Central,Illinois,Binders                                           ,Office Supplies,22,Mittwoch,6,2016,29,6,2016,7
4148,4149,Naresj Patel,Standard Class,25.3,5,0.0,11.891,Consumer,East,Connecticut,Binders                                           ,Office Supplies,30,Freitag,8,2013,4,9,2013,5
4149,4150,Naresj Patel,Standard Class,8.096,2,0.2,2.7324,Consumer,West,California,Binders                                           ,Office Supplies,14,Sonntag,12,2014,19,12,2014,5
4150,4151,Harold Engle,Second Class,12.144,3,0.2,4.0986,Corporate,West,Utah,Binders                                           ,Office Supplies,3,Montag,2,2014,5,2,2014,2
4151,4152,Katrina Willman,Standard Class,24.448,2,0.2,8.8624,Corporate,East,New York,Binders                                           ,Office Supplies,20,Samstag,9,2014,26,9,2014,6
4152,4153,Katrina Willman,Same Day,61.12,5,0.2,22.156,Consumer,West,California,Binders                                           ,Office Supplies,19,Donnerstag,11,2015,19,11,2015,0
4153,4154,Gary Zandusky,First Class,24.448,2,0.2,8.8624,Consumer,West,California,Binders                                           ,Office Supplies,12,Freitag,12,2014,15,12,2014,3
4154,4155,Gary Zandusky,Second Class,5.607,1,0.7,-4.2987,Consumer,East,Pennsylvania,Binders                                           ,Office Supplies,22,Donnerstag,9,2016,26,9,2016,4
4155,4156,Russell D'Ascenzo,Standard Class,119.616,8,0.2,40.3704,Consumer,West,California,Binders                                           ,Office Supplies,30,Samstag,1,2016,3,2,2016,4
4156,4157,Richard Bierner,First Class,89.712,6,0.2,30.2778,Consumer,West,California,Binders                                           ,Office Supplies,20,Samstag,7,2013,22,7,2013,2
4157,4158,Richard Bierner,Standard Class,14.952,1,0.2,5.0463,Consumer,East,New York,Binders                                           ,Office Supplies,11,Sonntag,12,2016,15,12,2016,4
4158,4159,Brad Thomas,Standard Class,11.214,2,0.7,-8.5974,Consumer,South,Florida,Binders                                           ,Office Supplies,9,Donnerstag,10,2014,13,10,2014,4
4159,4160,Scott Cohen,Standard Class,119.616,8,0.2,40.3704,Consumer,West,California,Binders                                           ,Office Supplies,26,Sonntag,7,2015,1,8,2015,6
4160,4161,Scott Cohen,Standard Class,16.821,3,0.7,-12.8961,Consumer,West,Oregon,Binders                                           ,Office Supplies,21,Samstag,3,2015,25,3,2015,4
4161,4162,Sally Hughsby,Second Class,36.4,8,0.0,18.2,Consumer,South,Virginia,Binders                                           ,Office Supplies,2,Montag,2,2015,4,2,2015,2
4162,4163,Sally Hughsby,First Class,10.92,3,0.2,4.095,Consumer,West,California,Binders                                           ,Office Supplies,30,Mittwoch,7,2014,31,7,2014,1
4163,4164,Don Miller,Standard Class,1.365,1,0.7,-0.91,Consumer,South,Florida,Binders                                           ,Office Supplies,6,Donnerstag,6,2013,12,6,2013,6
4164,4165,Raymond Book,Second Class,22.75,5,0.0,11.375,Consumer,South,Alabama,Binders                                           ,Office Supplies,30,Samstag,5,2015,2,6,2015,3
4165,4166,Raymond Book,Same Day,7.28,2,0.2,2.73,Consumer,West,California,Binders                                           ,Office Supplies,8,Freitag,8,2014,8,8,2014,0
4166,4167,Raymond Book,Standard Class,4.095,3,0.7,-2.73,Corporate,South,North Carolina,Binders                                           ,Office Supplies,11,Sonntag,10,2015,15,10,2015,4
4167,4168,Joni Sundaresam,Standard Class,6.37,7,0.8,-9.555,Corporate,Central,Texas,Binders                                           ,Office Supplies,4,Samstag,6,2016,8,6,2016,4
4168,4169,Neil French,Standard Class,3.64,1,0.2,1.365,Consumer,East,New York,Binders                                           ,Office Supplies,11,Mittwoch,11,2015,15,11,2015,4
4169,4170,Raymond Book,First Class,11.976,4,0.7,-9.1816,Home Office,West,Colorado,Binders                                           ,Office Supplies,7,Mittwoch,10,2015,8,10,2015,1
4170,4171,Raymond Book,Standard Class,39.92,5,0.2,13.473,Home Office,West,California,Binders                                           ,Office Supplies,5,Mittwoch,10,2016,10,10,2016,5
4171,4172,Sally Hughsby,Standard Class,15.968,2,0.2,5.3892,Corporate,West,California,Binders                                           ,Office Supplies,31,Donnerstag,10,2013,4,11,2013,4
4172,4173,Michael Dominguez,Standard Class,1.996,1,0.8,-3.2934,Corporate,Central,Texas,Binders                                           ,Office Supplies,18,Mittwoch,5,2016,23,5,2016,5
4173,4174,Ken Brennan,Standard Class,19.96,2,0.0,9.3812,Consumer,East,Delaware,Binders                                           ,Office Supplies,14,Freitag,11,2014,19,11,2014,5
4174,4175,Scott Cohen,Standard Class,9.98,5,0.8,-16.467,Home Office,Central,Illinois,Binders                                           ,Office Supplies,22,Freitag,11,2013,28,11,2013,6
4175,4176,Bruce Degenhardt,Standard Class,14.304,6,0.2,4.6488,Home Office,West,California,Binders                                           ,Office Supplies,9,Dienstag,7,2013,14,7,2013,5
4176,4177,Patrick Ryan,Standard Class,1.788,3,0.8,-3.0396,Consumer,Central,Illinois,Binders                                           ,Office Supplies,26,Freitag,2,2016,2,3,2016,5
4177,4178,Dave Poirier,Standard Class,3.576,4,0.7,-2.8608,Corporate,East,Pennsylvania,Binders                                           ,Office Supplies,15,Montag,9,2014,20,9,2014,5
4178,4179,Dave Poirier,Standard Class,1.788,3,0.8,-3.0396,Consumer,Central,Texas,Binders                                           ,Office Supplies,3,Donnerstag,10,2013,7,10,2013,4
4179,4180,Astrea Jones,Standard Class,1.192,2,0.8,-2.0264,Consumer,Central,Texas,Binders                                           ,Office Supplies,20,Freitag,11,2015,25,11,2015,5
4180,4181,Duane Huffman,Standard Class,7.152,3,0.2,2.3244,Consumer,East,New York,Binders                                           ,Office Supplies,1,Montag,6,2015,7,6,2015,6
4181,4182,Eric Barreto,Standard Class,1.788,3,0.8,-3.0396,Home Office,Central,Illinois,Binders                                           ,Office Supplies,30,Sonntag,8,2015,3,9,2015,4
4182,4183,Ken Brennan,Second Class,22.848,2,0.2,7.4256,Home Office,West,California,Binders                                           ,Office Supplies,4,Freitag,7,2014,8,7,2014,4
4183,4184,Ken Dana,Standard Class,34.272,3,0.2,11.1384,Consumer,West,California,Binders                                           ,Office Supplies,24,Donnerstag,10,2013,29,10,2013,5
4184,4185,Ken Dana,Second Class,11.424,1,0.2,3.7128,Consumer,East,New York,Binders                                           ,Office Supplies,5,Samstag,11,2016,10,11,2016,5
4185,4186,Ken Dana,Standard Class,91.392,8,0.2,29.7024,Consumer,West,California,Binders                                           ,Office Supplies,24,Montag,11,2014,29,11,2014,5
4186,4187,Philip Brown,Standard Class,14.28,1,0.0,6.5688,Corporate,East,New Jersey,Binders                                           ,Office Supplies,29,Donnerstag,10,2015,4,11,2015,6
4187,4188,Philip Brown,Standard Class,8.568,3,0.8,-14.5656,Corporate,Central,Texas,Binders                                           ,Office Supplies,15,Samstag,6,2013,21,6,2013,6
4188,4189,Barry Gonzalez,Standard Class,8.568,3,0.8,-14.5656,Consumer,Central,Illinois,Binders                                           ,Office Supplies,8,Samstag,3,2014,12,3,2014,4
4189,4190,Emily Phan,Standard Class,171.55,5,0.0,80.6285,Corporate,Central,Wisconsin,Binders                                           ,Office Supplies,6,Sonntag,12,2015,10,12,2015,4
4190,4191,Emily Phan,Standard Class,68.62,2,0.0,32.2514,Consumer,East,New Hampshire,Binders                                           ,Office Supplies,25,Donnerstag,9,2014,29,9,2014,4
4191,4192,Eva Jacobs,Standard Class,82.344,3,0.2,27.7911,Home Office,East,New York,Binders                                           ,Office Supplies,4,Freitag,4,2014,8,4,2014,4
4192,4193,Grant Carroll,Standard Class,102.93,3,0.0,48.3771,Consumer,East,Rhode Island,Binders                                           ,Office Supplies,24,Freitag,6,2016,28,6,2016,4
4193,4194,Grant Carroll,Standard Class,51.465,5,0.7,-39.4565,Consumer,South,North Carolina,Binders                                           ,Office Supplies,22,Freitag,3,2013,26,3,2013,4
4194,4195,Mark Packer,Second Class,54.896,2,0.2,18.5274,Corporate,West,California,Binders                                           ,Office Supplies,1,Montag,8,2016,4,8,2016,3
4195,4196,Cathy Armstrong,First Class,137.24,5,0.2,46.3185,Corporate,West,California,Binders                                           ,Office Supplies,31,Sonntag,8,2014,2,9,2014,2
4196,4197,Raymond Book,Second Class,164.688,6,0.2,55.5822,Consumer,East,New York,Binders                                           ,Office Supplies,5,Samstag,11,2016,10,11,2016,5
4197,4198,Sara Luxemburg,Standard Class,102.93,3,0.0,48.3771,Home Office,South,Kentucky,Binders                                           ,Office Supplies,17,Mittwoch,8,2016,23,8,2016,6
4198,4199,Lisa DeCherney,Standard Class,137.24,5,0.2,46.3185,Consumer,West,Washington,Binders                                           ,Office Supplies,17,Dienstag,9,2013,21,9,2013,4
4199,4200,Angele Hood,Standard Class,7.752,3,0.2,2.8101,Corporate,East,New York,Binders                                           ,Office Supplies,13,Sonntag,10,2013,17,10,2013,4
4200,4201,Skye Norling,Standard Class,6.783,7,0.7,-4.7481,Consumer,West,Colorado,Binders                                           ,Office Supplies,1,Donnerstag,12,2016,5,12,2016,4
4201,4202,Brad Eason,Standard Class,2.907,3,0.7,-2.0349,Corporate,East,Ohio,Binders                                           ,Office Supplies,28,Montag,9,2015,3,10,2015,5
4202,4203,Maria Zettner,Standard Class,18.088,7,0.2,6.5569,Corporate,West,California,Binders                                           ,Office Supplies,12,Freitag,4,2013,17,4,2013,5
4203,4204,Odella Nelson,Standard Class,1.938,2,0.7,-1.3566,Corporate,West,Colorado,Binders                                           ,Office Supplies,6,Montag,1,2014,12,1,2014,6
4204,4205,Michael Paige,Same Day,7.752,3,0.2,2.8101,Corporate,West,California,Binders                                           ,Office Supplies,29,Montag,6,2015,29,6,2015,0
4205,4206,Matt Connell,Standard Class,18.088,7,0.2,6.5569,Consumer,West,California,Binders                                           ,Office Supplies,24,Freitag,4,2015,28,4,2015,4
4206,4207,Matt Connell,Second Class,6.46,2,0.0,3.1654,Corporate,South,South Carolina,Binders                                           ,Office Supplies,17,Freitag,7,2015,21,7,2015,4
4207,4208,Theresa Coyne,Standard Class,24.588,3,0.8,-38.1114,Consumer,Central,Illinois,Binders                                           ,Office Supplies,6,Donnerstag,6,2013,12,6,2013,6
4208,4209,Sonia Sunley,Standard Class,12.294,1,0.7,-8.6058,Home Office,East,Pennsylvania,Binders                                           ,Office Supplies,11,Freitag,3,2016,16,3,2016,5
4209,4210,Roy Phan,Standard Class,36.882,3,0.7,-25.8174,Consumer,West,Colorado,Binders                                           ,Office Supplies,13,Donnerstag,11,2014,17,11,2014,4
4210,4211,Bruce Stewart,Same Day,98.352,3,0.2,35.6526,Consumer,West,Washington,Binders                                           ,Office Supplies,5,Mittwoch,11,2014,5,11,2014,0
4211,4212,Brian Thompson,Standard Class,12.294,1,0.7,-8.6058,Consumer,South,Florida,Binders                                           ,Office Supplies,21,Mittwoch,9,2016,27,9,2016,6
4212,4213,Steve Carroll,Second Class,65.568,2,0.2,23.7684,Corporate,West,California,Binders                                           ,Office Supplies,6,Samstag,4,2013,10,4,2013,4
4213,4214,Dave Brooks,Second Class,295.056,9,0.2,106.9578,Consumer,West,Utah,Binders                                           ,Office Supplies,15,Donnerstag,9,2016,17,9,2016,2
4214,4215,Dave Brooks,Standard Class,46.62,9,0.0,21.4452,Corporate,South,Virginia,Binders                                           ,Office Supplies,6,Samstag,9,2014,12,9,2014,6
4215,4216,Barry Gonzalez,Second Class,13.468,13,0.8,-22.8956,Consumer,Central,Illinois,Binders                                           ,Office Supplies,31,Donnerstag,3,2016,5,4,2016,5
4216,4217,Barry Gonzalez,Standard Class,6.216,4,0.7,-4.9728,Home Office,East,Ohio,Binders                                           ,Office Supplies,21,Freitag,10,2016,25,10,2016,4
4217,4218,Guy Phonely,Same Day,8.288,2,0.2,2.6936,Corporate,West,Montana,Binders                                           ,Office Supplies,24,Samstag,8,2013,24,8,2013,0
4218,4219,Khloe Miller,Standard Class,36.26,7,0.0,16.6796,Consumer,South,Louisiana,Binders                                           ,Office Supplies,11,Mittwoch,6,2014,16,6,2014,5
4219,4220,Rob Dowd,Standard Class,2.072,2,0.8,-3.5224,Consumer,Central,Texas,Binders                                           ,Office Supplies,19,Mittwoch,10,2016,24,10,2016,5
4220,4221,Adam Shillingsburg,Standard Class,4.662,3,0.7,-3.7296,Corporate,South,Florida,Binders                                           ,Office Supplies,12,Mittwoch,11,2014,19,11,2014,7
4221,4222,Ryan Crowe,Standard Class,2.772,7,0.8,-4.851,Consumer,Central,Texas,Binders                                           ,Office Supplies,6,Samstag,12,2014,12,12,2014,6
4222,4223,Bill Donatelli,Standard Class,3.168,2,0.2,0.99,Consumer,West,California,Binders                                           ,Office Supplies,24,Montag,11,2014,29,11,2014,5
4223,4224,Bill Donatelli,Standard Class,7.92,4,0.0,3.564,Corporate,East,Delaware,Binders                                           ,Office Supplies,22,Donnerstag,10,2015,27,10,2015,5
4224,4225,Giulietta Dortch,First Class,1.188,2,0.7,-0.99,Corporate,East,Pennsylvania,Binders                                           ,Office Supplies,24,Sonntag,4,2016,27,4,2016,3
4225,4226,Giulietta Dortch,Standard Class,3.96,10,0.8,-6.93,Home Office,Central,Texas,Binders                                           ,Office Supplies,15,Mittwoch,10,2014,22,10,2014,7
4226,4227,Giulietta Dortch,First Class,4.158,7,0.7,-3.465,Consumer,West,Oregon,Binders                                           ,Office Supplies,4,Mittwoch,11,2015,6,11,2015,2
4227,4228,Giulietta Dortch,Second Class,1.188,2,0.7,-0.99,Corporate,West,Colorado,Binders                                           ,Office Supplies,28,Mittwoch,12,2016,31,12,2016,3
4228,4229,Helen Abelman,Standard Class,4.158,7,0.7,-3.465,Corporate,West,Oregon,Binders                                           ,Office Supplies,17,Donnerstag,11,2016,21,11,2016,4
4229,4230,Catherine Glotzbach,Standard Class,29.84,2,0.0,13.428,Home Office,East,Maine,Binders                                           ,Office Supplies,13,Freitag,6,2014,19,6,2014,6
4230,4231,Marc Crier,Second Class,107.424,9,0.2,33.57,Corporate,East,New York,Binders                                           ,Office Supplies,18,Donnerstag,8,2016,23,8,2016,5
4231,4232,Alejandro Grove,Same Day,35.808,3,0.2,11.19,Consumer,West,California,Binders                                           ,Office Supplies,12,Samstag,12,2015,12,12,2015,0
4232,4233,Denise Monton,Standard Class,8.952,2,0.7,-7.46,Consumer,East,Ohio,Binders                                           ,Office Supplies,6,Sonntag,9,2015,12,9,2015,6
4233,4234,Luke Schmidt,First Class,17.904,4,0.7,-14.92,Home Office,West,Colorado,Binders                                           ,Office Supplies,7,Mittwoch,10,2015,8,10,2015,1
4234,4235,Caroline Jumper,Same Day,13.428,3,0.7,-11.19,Consumer,South,Tennessee,Binders                                           ,Office Supplies,16,Dienstag,8,2016,16,8,2016,0
4235,4236,Joe Kamberova,Standard Class,29.84,2,0.0,13.428,Home Office,South,Georgia,Binders                                           ,Office Supplies,25,Mittwoch,5,2016,29,5,2016,4
4236,4237,Cathy Armstrong,Standard Class,47.744,4,0.2,14.92,Consumer,East,New York,Binders                                           ,Office Supplies,20,Mittwoch,5,2015,25,5,2015,5
4237,4238,Mark Cousins,Standard Class,17.904,6,0.8,-31.332,Consumer,Central,Illinois,Binders                                           ,Office Supplies,22,Sonntag,12,2013,29,12,2013,7
4238,4239,Mark Cousins,Standard Class,3.318,3,0.8,-5.6406,Corporate,Central,Texas,Binders                                           ,Office Supplies,4,Donnerstag,8,2016,8,8,2016,4
4239,4240,Mark Cousins,Second Class,13.272,3,0.2,4.3134,Consumer,West,Washington,Binders                                           ,Office Supplies,3,Sonntag,2,2013,6,2,2013,3
4240,4241,Aaron Hawkins,Second Class,13.272,8,0.7,-10.6176,Consumer,South,North Carolina,Binders                                           ,Office Supplies,6,Sonntag,11,2016,9,11,2016,3
4241,4242,Karl Brown,Standard Class,3.318,2,0.7,-2.6544,Consumer,East,Ohio,Binders                                           ,Office Supplies,23,Sonntag,8,2015,29,8,2015,6
4242,4243,Amy Hunt,First Class,38.71,7,0.0,17.8066,Consumer,South,Georgia,Binders                                           ,Office Supplies,24,Samstag,9,2016,27,9,2016,3
4243,4244,Lindsay Shagiari,Standard Class,11.06,10,0.8,-18.802,Corporate,Central,Texas,Binders                                           ,Office Supplies,6,Freitag,5,2016,11,5,2016,5
4244,4245,Sibella Parks,Standard Class,9.888,2,0.7,-6.9216,Home Office,South,Florida,Binders                                           ,Office Supplies,12,Donnerstag,11,2015,16,11,2015,4
4245,4246,Keith Dawkins,Standard Class,115.36,7,0.0,56.5264,Corporate,South,Kentucky,Binders                                           ,Office Supplies,5,Freitag,4,2013,9,4,2013,4
4246,4247,Cathy Hwang,Standard Class,82.4,5,0.0,40.376,Home Office,East,West Virginia,Binders                                           ,Office Supplies,21,Dienstag,6,2016,25,6,2016,4
4247,4248,Cathy Hwang,Standard Class,13.184,4,0.8,-20.4352,Corporate,Central,Texas,Binders                                           ,Office Supplies,10,Sonntag,5,2015,14,5,2015,4
4248,4249,Hilary Holden,Second Class,32.96,2,0.0,16.1504,Consumer,Central,Minnesota,Binders                                           ,Office Supplies,31,Freitag,1,2014,5,2,2014,5
4249,4250,Hilary Holden,Second Class,13.184,1,0.2,4.7792,Consumer,West,Utah,Binders                                           ,Office Supplies,4,Sonntag,8,2013,9,8,2013,5
4250,4251,Carlos Meador,First Class,19.776,4,0.7,-13.8432,Consumer,East,Ohio,Binders                                           ,Office Supplies,24,Mittwoch,12,2014,27,12,2014,3
4251,4252,Carlos Meador,First Class,14.832,3,0.7,-10.3824,Home Office,East,Ohio,Binders                                           ,Office Supplies,6,Samstag,12,2014,7,12,2014,1
4252,4253,Ionia McGrath,Standard Class,39.552,3,0.2,14.3376,Consumer,East,New York,Binders                                           ,Office Supplies,16,Sonntag,6,2013,21,6,2013,5
4253,4254,Ellis Ballard,Standard Class,49.44,3,0.0,24.2256,Consumer,Central,Michigan,Binders                                           ,Office Supplies,23,Montag,11,2015,27,11,2015,4
4254,4255,Ellis Ballard,Standard Class,50.454,6,0.7,-33.636,Home Office,South,North Carolina,Binders                                           ,Office Supplies,7,Freitag,10,2016,11,10,2016,4
4255,4256,George Bell,Standard Class,112.12,5,0.2,42.045,Home Office,West,California,Binders                                           ,Office Supplies,2,Sonntag,10,2016,8,10,2016,6
4256,4257,Thomas Brumley,Second Class,11.212,2,0.8,-16.818,Consumer,Central,Illinois,Binders                                           ,Office Supplies,5,Mittwoch,3,2014,9,3,2014,4
4257,4258,Caroline Jumper,Standard Class,84.09,3,0.0,42.045,Consumer,East,Maryland,Binders                                           ,Office Supplies,9,Mittwoch,7,2014,14,7,2014,5
4258,4259,Matt Abelman,Standard Class,22.424,1,0.2,8.409,Corporate,West,California,Binders                                           ,Office Supplies,8,Donnerstag,12,2016,14,12,2016,6
4259,4260,Matt Abelman,First Class,89.696,4,0.2,33.636,Corporate,West,California,Binders                                           ,Office Supplies,20,Donnerstag,11,2014,21,11,2014,1
4260,4261,Matt Abelman,Standard Class,44.848,8,0.8,-67.272,Corporate,Central,Illinois,Binders                                           ,Office Supplies,22,Mittwoch,4,2015,27,4,2015,5
4261,4262,Brian DeCherney,Standard Class,196.21,7,0.0,98.105,Corporate,East,New Jersey,Binders                                           ,Office Supplies,12,Montag,8,2013,16,8,2013,4
4262,4263,Brian DeCherney,Standard Class,119.56,2,0.0,54.9976,Home Office,South,Georgia,Binders                                           ,Office Supplies,28,Samstag,6,2014,2,7,2014,4
4263,4264,Craig Carreira,Standard Class,334.768,7,0.2,108.7996,Consumer,East,New York,Binders                                           ,Office Supplies,30,Sonntag,6,2013,5,7,2013,5
4264,4265,Denny Blanton,Standard Class,23.912,2,0.8,-40.6504,Corporate,Central,Texas,Binders                                           ,Office Supplies,23,Sonntag,11,2014,27,11,2014,4
4265,4266,Denny Blanton,Second Class,478.24,8,0.0,219.9904,Consumer,Central,Michigan,Binders                                           ,Office Supplies,9,Samstag,4,2016,12,4,2016,3
4266,4267,Christopher Schild,Second Class,239.12,5,0.2,77.714,Consumer,West,California,Binders                                           ,Office Supplies,20,Samstag,8,2016,22,8,2016,2
4267,4268,Michelle Moray,Standard Class,95.648,2,0.2,31.0856,Consumer,West,California,Binders                                           ,Office Supplies,4,Freitag,10,2013,8,10,2013,4
4268,4269,Michelle Moray,Same Day,5.872,2,0.2,2.1286,Consumer,West,California,Binders                                           ,Office Supplies,12,Samstag,12,2015,12,12,2015,0
4269,4270,Christina Anderson,Standard Class,2.202,2,0.7,-1.5414,Corporate,East,Pennsylvania,Binders                                           ,Office Supplies,4,Mittwoch,5,2016,10,5,2016,6
4270,4271,Tom Boeckenhauer,Standard Class,11.01,3,0.0,5.3949,Home Office,East,Delaware,Binders                                           ,Office Supplies,31,Sonntag,7,2016,4,8,2016,4
4271,4272,Emily Grady,Standard Class,26.424,9,0.2,9.5787,Consumer,East,New York,Binders                                           ,Office Supplies,14,Freitag,2,2014,21,2,2014,7
4272,4273,Emily Grady,First Class,33.552,1,0.2,12.582,Corporate,East,New York,Binders                                           ,Office Supplies,16,Montag,9,2013,19,9,2013,3
4273,4274,Justin Ellison,Standard Class,167.76,5,0.2,62.91,Consumer,West,Washington,Binders                                           ,Office Supplies,29,Donnerstag,5,2014,3,6,2014,5
